,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Port Hawkesbury,CA,45.6169,-61.3485,45.88,88,90,3.0,moderate rain
349,Carauari,BR,-4.8828,-66.8958,79.45,84,97,1.19,overcast clouds
350,Nacozari,MX,25.3366,-108.2574,96.12,43,15,14.23,few clouds
351,Yokadouma,CM,3.5167,15.05,71.17,94,83,0.56,light rain
352,Pacific Grove,US,36.6177,-121.9166,79.07,82,90,3.0,overcast clouds
353,Broken Hill,AU,-31.95,141.4333,35.31,80,21,5.75,few clouds
354,Narsaq,GL,60.9167,-46.05,44.82,85,100,4.94,overcast clouds
355,Praia Da Vitoria,PT,38.7333,-27.0667,65.75,88,75,9.06,broken clouds
356,Nagtipunan,PH,16.2167,121.6,76.68,90,50,1.72,scattered clouds
357,Barabai,ID,-2.5833,115.3833,73.11,98,42,1.3,scattered clouds
358,Khani,GE,41.9563,42.9566,53.17,95,100,1.05,overcast clouds
359,Caldwell,US,43.6629,-116.6874,78.6,20,1,5.01,clear sky
360,Westport,US,41.1415,-73.3579,51.35,89,100,1.01,overcast clouds
361,Ayagoz,KZ,47.9714,80.4392,47.07,60,0,9.75,clear sky
362,Esperance,AU,-33.8667,121.9,62.44,86,93,14.61,light rain
363,Mikuni,JP,36.2171,136.1519,57.11,78,45,4.43,scattered clouds
364,Ancud,CL,-41.8697,-73.8203,49.23,80,97,5.77,overcast clouds
365,Leningradskiy,RU,69.3833,178.4167,35.51,94,53,6.67,broken clouds
366,Inverness,GB,57.4791,-4.224,52.99,96,90,1.99,overcast clouds
367,Omis,HR,43.4447,16.6886,66.13,67,93,5.99,overcast clouds
368,Boyolangu,ID,-8.1181,111.8935,75.09,92,83,2.08,broken clouds
369,Grindavik,IS,63.8424,-22.4338,46.35,87,90,38.1,heavy intensity rain
370,Bubaque,GW,11.2833,-15.8333,79.03,68,6,18.59,clear sky
371,Belle Fourche,US,44.6714,-103.8522,66.49,42,95,4.41,overcast clouds
372,Znamenskoye,RU,57.1281,73.8282,55.0,88,45,5.28,scattered clouds
373,Antalaha,MG,-14.9003,50.2788,72.37,80,38,5.84,scattered clouds
374,Sorland,NO,67.667,12.6934,44.02,76,100,7.81,overcast clouds
375,Bull Savanna,JM,17.8868,-77.5902,79.66,73,24,8.37,light rain
376,Jakar,BT,27.5492,90.7525,55.92,98,100,0.27,overcast clouds
377,Okha,RU,53.5739,142.9478,36.77,90,100,14.54,overcast clouds
378,Cusco,PE,-13.5183,-71.9781,66.43,14,18,11.5,few clouds
379,Ayan,RU,56.45,138.1667,37.29,94,91,13.82,overcast clouds
380,Lufkin,US,31.3382,-94.7291,87.71,55,1,5.21,clear sky
381,Taree,AU,-31.9,152.4667,52.11,87,75,10.36,broken clouds
382,Jimenez,MX,28.3333,-105.4,98.47,6,7,6.15,clear sky
383,Saint John,CA,45.2727,-66.0677,57.58,50,90,9.93,overcast clouds
384,Coffs Harbour,AU,-30.3,153.1333,57.16,67,85,16.11,overcast clouds
385,Nanortalik,GL,60.1432,-45.2371,36.82,87,100,5.99,overcast clouds
386,La Union,PE,-5.4,-80.75,77.83,60,70,14.81,broken clouds
387,Alyangula,AU,-13.8483,136.4192,69.67,88,90,11.97,overcast clouds
388,Tiksi,RU,71.6872,128.8694,32.52,94,83,10.45,broken clouds
389,Marsa Matruh,EG,31.3525,27.2453,70.0,78,0,5.75,clear sky
390,Cururupu,BR,-1.8283,-44.8683,77.23,85,63,3.31,broken clouds
391,San Quintin,MX,30.4833,-115.95,64.69,66,2,22.64,clear sky
392,Bathsheba,BB,13.2167,-59.5167,84.81,58,40,15.82,scattered clouds
393,Skjervoy,NO,70.0311,20.9714,42.69,85,100,32.17,overcast clouds
394,Dhidhdhoo,MV,6.8833,73.1,83.1,72,13,19.53,few clouds
395,Kismayo,SO,-0.3582,42.5454,77.79,79,61,15.1,broken clouds
396,Alamosa,US,37.4695,-105.87,77.67,12,1,9.22,clear sky
397,Ternate,ID,0.8,127.4,81.3,81,100,7.87,moderate rain
398,Muros,ES,42.7762,-9.0603,63.68,77,100,11.59,overcast clouds
399,Marivan,IR,35.5219,46.176,62.17,25,0,1.9,clear sky
400,Latung,PH,5.5,120.8833,83.43,72,99,2.71,overcast clouds
401,Marawi,PH,7.9986,124.2928,69.66,94,100,1.1,overcast clouds
402,Avera,US,33.194,-82.5271,86.7,29,84,14.23,broken clouds
403,Ratholo,BW,-22.7245,27.572,61.54,27,4,4.63,clear sky
404,Black River,JM,18.0264,-77.8487,77.99,69,14,6.38,few clouds
405,Missoula,US,47.0166,-113.8009,59.52,36,2,5.75,clear sky
406,Wewak,PG,-3.5534,143.6268,79.05,88,99,6.38,heavy intensity rain
407,Pogar,RU,52.554,33.2591,52.18,87,94,12.77,overcast clouds
408,Debre Tabor,ET,11.85,38.0167,58.14,37,6,6.93,clear sky
409,Tarakan,ID,3.3,117.6333,80.1,94,40,3.44,scattered clouds
410,Verkhoyansk,RU,67.5447,133.385,49.75,50,76,10.27,broken clouds
411,San Cristobal,VE,7.7669,-72.225,73.58,78,79,1.66,broken clouds
412,Mayo,US,38.8876,-76.5119,54.1,93,90,11.99,light rain
413,Grants,US,35.1473,-107.8514,84.43,4,1,11.5,clear sky
414,Flin Flon,CA,54.7682,-101.865,49.84,76,90,14.88,overcast clouds
415,Abha,SA,18.2164,42.5053,69.62,68,0,0.87,clear sky
416,Ginda,IN,30.6945,78.4932,60.78,81,29,3.94,scattered clouds
417,San Pedro,PH,14.35,121.0167,85.23,78,20,2.73,few clouds
418,Ballina,AU,-28.8667,153.5667,55.36,76,75,13.8,broken clouds
419,Amapa,BR,1.0,-52.0,73.31,98,35,2.93,scattered clouds
420,Palmer,US,42.1584,-72.3287,48.81,78,90,3.0,overcast clouds
421,Kattivakkam,IN,13.2167,80.3167,87.08,80,71,14.36,broken clouds
422,Leshukonskoye,RU,64.8989,45.7622,33.64,85,100,10.49,overcast clouds
423,Cascais,PT,38.6979,-9.4215,62.62,69,1,14.0,clear sky
424,Plaster Rock,CA,46.9065,-67.39,62.56,42,100,3.02,overcast clouds
425,Panacan,PH,9.2463,118.4082,80.71,84,100,3.18,overcast clouds
426,Fairbanks,US,64.8378,-147.7164,53.49,42,40,13.8,scattered clouds
427,Yumen,CN,40.2833,97.2,63.39,39,3,2.28,clear sky
428,Tivaouane,SN,14.9515,-16.8129,71.94,89,0,10.45,clear sky
429,Oksfjord,NO,70.2396,22.3479,42.87,89,100,13.33,light rain
430,Cap Malheureux,MU,-19.9842,57.6142,74.46,90,19,3.0,few clouds
431,Dakar,SN,14.6937,-17.4441,72.48,88,40,18.41,scattered clouds
432,Manaure,CO,11.7751,-72.4445,87.13,56,97,12.44,overcast clouds
433,Qaqortoq,GL,60.7167,-46.0333,45.1,86,100,4.52,overcast clouds
434,Bourges,FR,47.25,2.4167,56.79,85,66,10.2,broken clouds
435,Mokhsogollokh,RU,61.4681,128.9203,58.37,60,29,9.57,scattered clouds
436,Kimbe,PG,-5.5502,150.1429,81.05,76,76,5.23,broken clouds
437,Chapais,CA,49.7834,-74.8492,56.98,26,1,4.92,clear sky
438,Hamilton,US,39.1834,-84.5333,58.39,74,90,3.0,overcast clouds
439,Novyy Buh,UA,47.6931,32.5216,59.29,82,4,11.74,clear sky
440,Caibarien,CU,22.5206,-79.4669,74.52,68,3,12.66,light rain
441,George Town,MY,5.4112,100.3354,81.9,87,20,5.01,few clouds
442,Ponta Do Sol,PT,32.6667,-17.1,69.71,75,39,6.42,scattered clouds
443,Dallas,US,32.7668,-96.7836,86.14,48,75,9.31,broken clouds
444,Karasjok,NO,69.4719,25.5112,42.91,72,95,18.57,overcast clouds
445,Marzuq,YE,14.4,46.4667,80.73,39,4,3.44,clear sky
446,Dunedin,NZ,-45.8742,170.5036,50.81,96,100,12.06,light rain
447,Safford,US,32.834,-109.7076,97.05,5,1,6.91,clear sky
448,Mason City,US,43.1536,-93.201,63.32,36,1,9.73,clear sky
449,Inhambane,MZ,-23.865,35.3833,65.46,87,0,7.09,clear sky
450,Ozoir-La-Ferriere,FR,48.767,2.6687,64.11,63,0,8.12,clear sky
451,Portland,US,45.5234,-122.6762,81.68,39,20,5.01,few clouds
452,Gombong,ID,-7.6072,109.5142,75.11,94,100,2.21,overcast clouds
453,Senno,RU,59.5336,33.9167,39.25,79,43,4.85,scattered clouds
454,Nelson Bay,AU,-32.7167,152.15,55.0,73,98,19.28,light rain
455,Manzanillo,CU,20.3433,-77.1167,83.14,66,27,5.39,scattered clouds
456,Indramayu,ID,-6.3264,108.32,77.86,83,99,3.74,overcast clouds
457,Tuskegee,US,32.424,-85.6916,81.09,54,92,5.01,overcast clouds
458,Apricena,IT,41.7839,15.4437,66.02,53,100,4.03,light rain
459,Batsfjord,NO,70.6345,29.7185,39.24,93,100,9.64,overcast clouds
460,Poum,NC,-20.2333,164.0167,71.47,58,68,17.52,broken clouds
461,Acapulco,MX,16.8634,-99.8901,91.22,62,90,9.22,overcast clouds
462,Eyl,SO,7.9803,49.8164,79.2,79,51,18.86,broken clouds
463,Te Anau,NZ,-45.4167,167.7167,46.4,95,100,7.45,light rain
464,Halifax,CA,44.6453,-63.5724,42.85,93,100,7.0,overcast clouds
465,Severnoye,RU,56.3491,78.3619,50.16,82,74,6.73,broken clouds
466,Matara,LK,5.9485,80.5353,78.96,86,76,14.29,broken clouds
467,Esmeraldas,BR,-19.7625,-44.3139,79.66,48,100,2.57,overcast clouds
468,Barcelos,PT,41.5388,-8.6151,66.92,89,24,1.66,few clouds
469,Anadyr,RU,64.75,177.4833,50.5,40,0,2.26,clear sky
470,Muisne,EC,0.6,-80.0333,82.51,82,70,8.93,broken clouds
471,Berlevag,NO,70.8578,29.0864,40.41,92,100,14.34,overcast clouds
472,Russell,US,32.3502,-85.1999,81.68,49,1,12.01,clear sky
473,Hokitika,NZ,-42.7167,170.9667,49.3,82,100,9.19,light rain
474,Saint Simons,US,31.1352,-81.3901,91.67,77,75,6.91,broken clouds
475,Camocim,BR,-2.9022,-40.8411,79.25,84,63,11.05,broken clouds
476,Batticaloa,LK,7.7102,81.6924,79.81,76,78,10.02,broken clouds
477,Sabha,LY,27.0377,14.4283,93.11,10,0,9.64,clear sky
478,Husavik,IS,66.0449,-17.3389,48.11,58,100,14.94,moderate rain
479,Zheshart,RU,62.0731,49.5733,34.36,86,52,6.42,broken clouds
480,Manggar,ID,-2.8833,108.2667,79.41,83,78,4.81,broken clouds
481,Dickinson,US,29.4608,-95.0513,92.21,58,1,5.01,clear sky
482,Lithakia,GR,37.7167,20.8333,58.37,78,82,5.61,broken clouds
483,Miranda,CO,3.2499,-76.2281,77.13,91,74,2.66,broken clouds
484,Izhma,RU,65.0083,53.9113,37.56,82,98,5.5,overcast clouds
485,Port Hedland,AU,-20.3167,118.5667,69.85,64,90,8.05,overcast clouds
486,Ishinomaki,JP,38.4167,141.3,64.4,71,65,15.26,broken clouds
487,Urucara,BR,-2.5364,-57.76,76.15,93,100,3.29,overcast clouds
488,Raduzhnyy,RU,62.0961,77.475,47.21,60,100,12.41,overcast clouds
489,Ryotsu,JP,38.0833,138.4333,60.76,73,71,3.56,broken clouds
490,Bakel,SN,14.905,-12.4568,96.37,17,0,4.7,clear sky
491,Ola,RU,59.5833,151.2833,37.06,97,100,5.23,overcast clouds
492,Port Lincoln,AU,-34.7333,135.8667,53.31,71,2,11.5,clear sky
493,Bonthe,SL,7.5264,-12.505,81.79,82,10,6.17,clear sky
494,Trairi,BR,-3.2778,-39.2689,79.56,79,46,9.19,scattered clouds
495,Contamana,PE,-7.3333,-75.0167,86.92,56,55,2.82,broken clouds
496,Baijiantan,CN,45.6333,85.1833,74.79,26,99,9.6,overcast clouds
497,Lenoir,US,35.2335,-77.6497,87.93,45,75,3.4,broken clouds
498,Ugoofaaru,MV,5.6667,73.0,83.26,72,81,19.71,broken clouds
499,Baft,IR,29.234,56.6057,69.22,21,22,1.45,few clouds
500,Eirunepe,BR,-6.6603,-69.8736,79.61,78,100,1.77,overcast clouds
501,Trat,TH,12.5,102.5,80.78,91,90,2.42,overcast clouds
502,Flinders,AU,-34.5833,150.8552,54.37,69,94,5.01,overcast clouds
503,Mazagao,BR,-0.115,-51.2894,84.25,91,12,3.89,few clouds
504,Sungaipenuh,ID,-2.0833,101.3833,65.12,90,100,1.66,overcast clouds
505,Santa Ines,BR,-3.6667,-45.38,78.49,78,46,3.24,scattered clouds
506,Usinsk,RU,65.9939,57.5281,35.33,62,68,7.76,broken clouds
507,Bondo,CD,3.8146,23.6866,69.71,99,100,2.19,overcast clouds
508,Ambilobe,MG,-13.2,49.05,69.6,90,0,3.11,clear sky
509,Caxito,AO,-8.5785,13.6643,75.85,97,50,1.63,scattered clouds
510,Rio Gallegos,AR,-51.6226,-69.2181,35.65,69,75,16.11,broken clouds
511,Kidal,ML,18.4411,1.4078,93.85,6,98,8.14,overcast clouds
512,Key West,US,24.5557,-81.7826,84.2,63,40,5.75,scattered clouds
513,Nouadhibou,MR,20.931,-17.0347,66.18,88,0,20.71,clear sky
514,Raton,US,36.9034,-104.4391,74.01,32,20,1.01,few clouds
515,Teruel,ES,40.6667,-0.6667,62.56,68,86,2.95,light rain
516,Ospitaletto,IT,45.1333,10.6,68.23,88,83,13.09,broken clouds
517,Mugla,TR,37.2303,28.3557,56.07,61,0,5.14,clear sky
518,Lagodekhi,GE,41.8268,46.2767,68.9,70,9,0.58,clear sky
519,Port Moresby,PG,-9.4431,147.1797,72.82,88,75,5.75,broken clouds
520,Suzhou,CN,31.3114,120.6181,75.88,76,88,2.24,overcast clouds
521,Lazaro Cardenas,MX,17.9583,-102.2,87.21,61,73,13.02,broken clouds
522,Laurel,US,39.0993,-76.8483,53.44,90,90,5.01,overcast clouds
523,Sao Filipe,CV,14.8961,-24.4956,74.53,75,8,15.19,clear sky
524,Timizart,DZ,36.8,4.2667,60.46,86,51,3.4,broken clouds
525,Porto Novo,BJ,6.4965,2.6036,84.02,77,96,7.36,overcast clouds
526,Longhua,CN,23.6137,114.1919,78.85,96,100,1.97,overcast clouds
527,Sterling,US,39.0062,-77.4286,53.06,92,100,1.99,light rain
528,Udachnyy,RU,66.4167,112.4,54.23,59,5,7.81,clear sky
529,Bergisch Gladbach,DE,50.9833,7.1333,54.39,76,0,3.74,clear sky
530,Les Cayes,HT,18.2,-73.75,82.36,70,6,7.56,clear sky
531,Caiaponia,BR,-16.9567,-51.8103,71.28,60,27,2.39,scattered clouds
532,Ngunguru,NZ,-35.6167,174.5,53.17,71,90,8.68,overcast clouds
533,Nisia Floresta,BR,-6.0911,-35.2086,79.61,80,3,10.58,clear sky
534,Neijiang,CN,29.5835,105.0622,66.54,82,99,3.71,light rain
535,Myatlevo,RU,54.8969,35.6762,51.75,95,100,11.39,overcast clouds
536,Sept-Iles,CA,50.2001,-66.3821,52.32,60,20,3.0,few clouds
537,Horqueta,PY,-23.3428,-57.0597,79.43,51,100,4.85,overcast clouds
538,Chumikan,RU,54.7183,135.315,36.97,90,100,10.31,overcast clouds
539,Awbari,LY,26.5921,12.7805,91.45,10,0,3.74,clear sky
540,Sibolga,ID,1.7427,98.7792,76.32,89,74,3.42,broken clouds
541,Kamenka,RU,51.3223,42.7678,60.22,93,75,5.28,broken clouds
542,Namibe,AO,-15.1961,12.1522,72.45,70,0,4.27,clear sky
543,Buraydah,SA,26.326,43.975,90.05,12,20,7.38,few clouds
544,Canutama,BR,-6.5339,-64.3831,81.64,73,94,2.77,overcast clouds
545,Quba,AZ,41.3626,48.5152,65.95,51,28,5.75,scattered clouds
546,Vardo,NO,70.3705,31.1107,39.16,84,78,9.51,broken clouds
547,Ust-Koksa,RU,50.2696,85.6108,40.69,74,4,1.36,clear sky
548,Karasburg,NA,-28.0167,18.75,54.61,52,100,7.18,overcast clouds
549,Naze,JP,28.3667,129.4833,65.32,90,100,6.64,overcast clouds
550,Nemuro,JP,43.3236,145.575,46.27,99,97,10.71,overcast clouds
551,Gnjilane,XK,42.4604,21.4699,61.12,80,99,3.18,overcast clouds
552,Baghdad,IQ,33.3406,44.4009,82.31,24,0,7.4,clear sky
553,Miyako,JP,39.6367,141.9525,60.89,66,52,5.73,broken clouds
554,Klyuchi,RU,52.2667,79.1667,53.02,60,0,7.94,clear sky
555,Gympie,AU,-26.1898,152.665,56.32,62,100,3.8,overcast clouds
556,Malindi,KE,-3.2175,40.1191,76.84,81,61,11.41,broken clouds
557,Kagoro,NG,9.6,8.3833,73.53,73,100,3.98,light rain
558,Karla,EE,59.3723,24.9275,46.36,84,0,5.75,clear sky
559,Toccoa,US,34.5773,-83.3324,79.29,45,1,9.22,clear sky
560,Buritis,BR,-15.6178,-46.4233,75.56,48,76,1.77,broken clouds
561,West Wendover,US,40.7391,-114.0733,74.41,8,1,6.91,clear sky
562,Cagliari,IT,39.245,9.0912,66.34,63,0,9.22,clear sky
563,Grand-Santi,GF,4.25,-54.3833,74.53,98,95,2.75,overcast clouds
564,Barra Patuca,HN,15.8,-84.2833,83.66,72,10,12.44,clear sky
565,Dalbandin,PK,28.8947,64.4101,85.06,12,0,5.91,clear sky
566,Ikom,NG,5.9667,8.7063,77.18,92,69,2.66,broken clouds
567,Sola,VU,-13.8833,167.55,81.27,69,90,0.0,overcast clouds
568,Byron Bay,AU,-28.65,153.6167,63.05,77,100,14.7,overcast clouds
569,Rio Grande,BR,-32.035,-52.0986,53.94,61,5,19.53,clear sky
570,Itoman,JP,26.1247,127.6694,70.18,94,75,12.66,broken clouds
571,Magadan,RU,59.5667,150.8,36.28,97,100,4.25,overcast clouds
572,Aswan,EG,24.0934,32.907,89.73,22,98,18.45,overcast clouds
573,Kloulklubed,PW,7.0419,134.2556,81.1,83,100,13.04,heavy intensity rain
574,Khotiv,UA,50.3307,30.4684,59.56,84,0,4.47,clear sky
575,Atar,MR,20.5169,-13.0499,94.26,16,75,16.17,broken clouds
576,Chekhov,RU,55.1431,37.4711,53.1,95,100,12.62,light rain
577,Tazovskiy,RU,67.4667,78.7,39.99,64,99,19.39,light rain
578,Rudnyy,KZ,52.9594,63.1206,63.19,35,2,7.11,clear sky
579,Gauripur,IN,26.0835,89.9616,79.47,78,78,0.6,broken clouds
580,Gimli,CA,50.6336,-96.9907,75.43,45,35,19.57,scattered clouds
581,Vera Cruz,BR,-12.6333,-41.0333,72.97,60,100,1.92,overcast clouds
582,Lloret De Mar,ES,41.6999,2.8457,75.06,70,85,3.0,light rain
583,Dali,CN,25.7,100.1833,63.03,85,61,5.39,broken clouds
584,Ust-Kuyga,RU,70.0167,135.6,54.45,45,33,16.4,scattered clouds
585,Tamesis,CO,5.6646,-75.7134,71.67,80,89,2.37,overcast clouds
586,Camargo,MX,27.6667,-105.1667,96.48,6,23,7.81,few clouds
587,Carrollton,US,32.9537,-96.8903,86.05,57,75,11.5,broken clouds
588,Fayaoue,NC,-20.65,166.5333,71.6,59,55,13.09,broken clouds
589,Tupik,RU,54.4253,119.9327,46.36,77,76,2.19,broken clouds
590,Huilong,CN,31.8111,121.655,74.03,86,83,6.06,broken clouds
591,Itaqui,BR,-29.1253,-56.5531,55.98,69,0,8.21,clear sky
592,Baoning,CN,25.3378,110.026,71.46,94,75,3.67,light rain
593,Mbekenyera,TZ,-10.0,38.9833,64.33,97,4,3.85,clear sky
594,Kirakira,SB,-10.4544,161.9205,77.13,90,100,5.06,heavy intensity rain
595,Saint-Pierre,RE,-21.3393,55.4781,69.44,66,0,6.91,clear sky
596,Brae,GB,60.3964,-1.353,42.71,88,2,2.59,clear sky
597,Hinton,CA,53.4001,-117.5857,64.44,29,76,9.04,broken clouds
598,Arlit,NE,18.7369,7.3853,94.17,6,24,10.74,few clouds
599,Biak,ID,-0.9131,122.8766,75.83,86,80,5.91,broken clouds
600,Evensk,RU,61.95,159.2333,43.41,70,100,2.21,overcast clouds
601,Owensboro,US,37.7742,-87.1133,58.15,67,90,9.22,overcast clouds
602,Thinadhoo,MV,0.5333,72.9333,83.53,73,58,19.86,broken clouds
603,Zhanaozen,KZ,43.3,52.8,73.54,45,0,7.2,clear sky
604,Mikun,RU,62.3547,50.0771,34.11,89,53,6.98,broken clouds
605,Pirapemas,BR,-3.7267,-44.2233,80.06,76,100,1.16,overcast clouds
606,Koungou,YT,-12.7336,45.2042,78.51,78,0,6.71,clear sky
607,Laibin,CN,23.7,109.2667,76.8,89,100,4.25,light rain
608,Shelburne,CA,44.0787,-80.2041,62.26,45,46,9.33,scattered clouds
609,Northam,GB,51.0333,-4.2167,60.3,74,31,5.93,scattered clouds
610,Goba,ET,7.0167,39.9833,48.36,79,93,4.99,overcast clouds
611,Ponta Delgada,PT,37.7333,-25.6667,65.12,82,75,8.05,broken clouds
612,Charagua,BO,-19.8,-63.2167,74.77,68,100,9.71,overcast clouds
613,Bereznik,RU,62.8551,42.7072,34.14,81,8,7.43,clear sky
614,Xichang,CN,27.8964,102.2634,61.97,89,100,2.44,overcast clouds
615,Wagar,SD,16.1525,36.2032,95.45,23,29,12.28,scattered clouds
616,Den Helder,NL,52.9599,4.7593,51.03,88,41,6.91,scattered clouds
617,Gniezno,PL,52.5348,17.5826,49.39,88,84,9.75,broken clouds
618,Bani Walid,LY,31.7566,13.9942,70.02,65,25,8.48,scattered clouds
619,Ushtobe,KZ,45.2514,77.9838,62.53,41,3,14.18,clear sky
620,Mayumba,GA,-3.432,10.6554,76.82,91,55,6.26,broken clouds
621,Road Town,VG,18.4167,-64.6167,84.29,74,40,10.36,scattered clouds
622,Shahr-E Babak,IR,30.1165,55.1186,74.71,10,0,7.65,clear sky
623,Kirs,RU,59.3388,52.2447,50.31,87,97,12.35,light rain
624,Porbandar,IN,21.6422,69.6093,83.12,76,100,12.5,overcast clouds
625,Trincomalee,LK,8.5711,81.2335,80.91,81,99,22.64,overcast clouds
626,Canico,PT,32.6333,-16.85,69.71,84,40,13.89,scattered clouds
627,Dawei,MM,14.0833,98.2,77.81,91,100,3.24,overcast clouds
628,Morondava,MG,-20.2833,44.2833,68.88,81,0,5.61,clear sky
629,Mjolby,SE,58.326,15.1237,51.48,76,24,4.68,few clouds
630,Hun,LY,29.1268,15.9477,86.38,26,54,5.91,broken clouds
631,Kamalasai,TH,16.3384,103.5756,83.23,79,96,8.19,overcast clouds
632,Huarmey,PE,-10.0681,-78.1522,67.23,84,55,7.81,broken clouds
633,Kutum,SD,14.2,24.6667,81.43,11,30,13.44,scattered clouds
634,Bojnurd,IR,37.4747,57.329,66.15,32,0,0.0,clear sky
635,Norman Wells,CA,65.282,-126.8329,39.24,75,75,11.5,light rain
636,Punta Cardon,VE,11.6581,-70.215,81.23,65,100,30.56,overcast clouds
637,Lorengau,PG,-2.0226,147.2712,81.79,83,64,12.53,broken clouds
638,Colesberg,ZA,-30.72,25.0972,43.84,56,74,3.8,broken clouds
639,Fukue,JP,32.6881,128.8419,67.68,68,78,3.29,broken clouds
640,Coihaique,CL,-45.5752,-72.0662,42.75,70,75,0.0,broken clouds
641,Manavalakurichi,IN,8.1333,77.3,80.69,85,81,15.39,broken clouds
642,Atasu,KZ,48.6814,71.6433,65.25,25,68,10.71,broken clouds
643,Phalaborwa,ZA,-23.943,31.1411,61.88,71,0,2.51,clear sky
644,Komatipoort,ZA,-25.4332,31.9548,58.05,95,0,2.89,clear sky
645,Popova,RU,42.9603,131.7228,53.69,93,99,5.21,overcast clouds
646,Griffith,US,41.5284,-87.4237,63.57,44,1,4.0,clear sky
647,Sonneberg,DE,50.35,11.1667,46.0,75,11,3.22,few clouds
648,Nakamura,JP,32.9833,132.9333,66.33,58,82,1.86,broken clouds
649,Seoul,KR,37.5683,126.9778,53.11,93,0,2.98,clear sky
650,Vanimo,PG,-2.6741,141.3028,79.2,88,100,3.71,heavy intensity rain
651,Chicama,PE,-7.8447,-79.1469,64.94,82,66,8.61,broken clouds
652,Nara,JP,34.6851,135.8049,65.48,69,25,0.47,scattered clouds
653,Moose Factory,CA,51.2585,-80.6094,62.6,42,1,13.8,clear sky
654,Taganak,PH,6.0833,118.3,77.14,71,63,6.64,broken clouds
655,Tahta,EG,26.7693,31.5021,88.12,25,26,5.91,scattered clouds
656,Planeta Rica,CO,8.4147,-75.5883,81.64,81,100,2.08,overcast clouds
657,Bellavista,PE,-7.0561,-76.5911,92.48,64,25,0.67,scattered clouds
658,Taksimo,RU,56.3444,114.8794,40.41,96,100,5.99,moderate rain
659,Damaturu,NG,11.747,11.9608,83.21,49,88,8.39,overcast clouds
660,Asau,RO,46.4333,26.4,54.52,99,96,2.37,light rain
661,Puerto Ayacucho,VE,5.6639,-67.6236,81.36,82,80,2.08,heavy intensity rain
662,Bonavista,CA,48.6499,-53.1147,46.4,84,30,9.91,scattered clouds
663,Alugan,PH,12.2188,125.4808,79.21,89,87,4.21,overcast clouds
664,Iquitos,PE,-3.7481,-73.2472,93.24,49,40,3.44,scattered clouds
665,Mandalgovi,MN,45.7625,106.2708,45.41,56,25,10.31,scattered clouds
666,Riyadh,SA,24.6877,46.7219,91.45,19,0,0.0,clear sky
667,Kushima,JP,31.4583,131.2333,64.44,73,100,3.38,overcast clouds
668,Broome,US,42.2506,-75.833,52.38,80,90,1.99,overcast clouds
669,Talcahuano,CL,-36.7167,-73.1167,56.88,62,40,9.22,scattered clouds
670,Sijunjung,ID,-0.6876,100.9537,70.68,94,85,1.63,overcast clouds
671,Puquio,PE,-14.7,-74.1333,52.56,67,55,7.96,broken clouds
672,Igrim,RU,63.1906,64.4162,53.24,79,100,3.49,overcast clouds
673,Port Shepstone,ZA,-30.7414,30.455,63.12,76,9,7.87,clear sky
674,Kuytun,RU,54.3419,101.5036,35.33,76,100,8.14,overcast clouds
675,Aldan,RU,58.6031,125.3894,53.53,53,56,3.8,broken clouds
676,Ust-Nera,RU,64.5667,143.2,41.68,97,100,3.51,overcast clouds
677,Krasne,UA,49.9145,24.6134,51.19,97,100,6.76,overcast clouds
678,Mahibadhoo,MV,3.7833,72.9667,83.7,70,96,20.29,overcast clouds
679,Kupang,ID,-10.1667,123.5833,73.98,88,20,5.75,few clouds
680,Ukiah,US,39.1502,-123.2078,95.13,37,1,9.22,clear sky
681,Zaysan,KZ,47.4667,84.8667,53.83,54,0,5.39,clear sky
682,Izhmorskiy,RU,56.194,86.6414,34.57,66,15,3.31,few clouds
683,Raudeberg,NO,61.9875,5.1352,51.19,91,15,6.11,few clouds
684,Abu Dhabi,AE,24.4667,54.3667,87.82,70,0,6.22,clear sky
685,Talkha,EG,31.0539,31.3779,66.83,71,0,3.51,clear sky
686,Kashi,CN,39.4547,75.9797,76.21,16,40,7.25,scattered clouds
687,Suntar,RU,62.1444,117.6319,58.93,56,19,5.57,few clouds
688,Penarroya-Pueblonuevo,ES,38.3,-5.2667,73.51,49,95,7.31,overcast clouds
689,Las Palmas,ES,28.4204,-14.0131,66.99,68,20,8.5,few clouds
690,San Jeronimo,PE,-11.9472,-75.2829,59.56,56,16,6.42,few clouds
691,Prainha,BR,-1.8,-53.48,79.18,79,84,1.95,broken clouds
692,Tshane,BW,-24.0196,21.8684,55.63,30,0,7.61,clear sky
693,Impfondo,CG,1.6381,18.0667,72.16,94,91,1.83,overcast clouds
694,Lisakovsk,KZ,52.5369,62.4936,64.78,36,5,8.59,clear sky
695,Bafra,TR,41.5678,35.9069,63.82,86,64,5.08,light rain
696,Payakumbuh,ID,-0.2202,100.6308,69.57,82,100,2.89,overcast clouds
697,Mpongwe,ZM,-13.5091,28.155,52.23,56,0,4.12,clear sky
698,Elko,US,41.0002,-115.5012,74.05,17,100,2.86,overcast clouds
699,Lac Du Bonnet,CA,50.2536,-96.0612,66.16,56,59,16.11,broken clouds
700,College,US,64.8569,-147.8028,52.02,41,75,1.99,broken clouds
701,Locri,IT,38.2414,16.2623,69.55,62,27,8.93,scattered clouds
